CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,TUFE,A-UPP,MTS,MNR,DESPIERTA,CPEM-B,PATRIA-UNIDOS,NGP
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000472,9,24,8,2,35,17,4,70,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000482,10,15,10,5,24,22,2,75,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000492,11,17,9,6,26,18,4,64,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000502,12,20,6,12,23,21,0,73,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000512,13,12,10,9,25,19,1,75,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000522,14,22,13,8,21,13,0,74,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000532,15,20,7,9,29,26,2,52,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000542,16,22,7,9,34,24,2,77,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000552,17,24,14,12,24,10,1,66,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000562,18,21,9,5,13,16,3,57,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003742,1,26,20,7,27,21,1,61,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003752,2,19,17,10,27,15,4,76,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003762,3,22,12,6,26,19,2,68,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003772,4,26,6,4,25,17,1,53,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003782,5,19,12,8,33,15,3,64,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003792,6,16,23,6,25,23,6,63,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003802,7,22,22,3,30,22,2,61,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003812,8,18,14,5,31,9,1,70,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003822,9,22,7,4,42,18,0,67,
1,Cercado,1,Trinidad,2526,Trinidad,25027,U.E. Joaquín Hurtado Chavez,8003832,10,18,13,4,31,19,3,51,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001582,1,18,12,5,64,22,1,37,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001592,2,31,11,6,42,17,7,45,
1,Cercado,1,Trinidad,2526,Trinidad,25028,U.E. Orlando Monasterio Claure,8001602,3,10,1,1,13,8,1,14,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002012,1,21,10,6,24,27,0,82,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002022,2,19,18,8,26,24,4,74,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002032,3,25,10,5,32,15,4,80,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002042,4,22,8,6,23,27,1,81,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002052,5,21,9,9,22,30,2,65,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002062,6,21,8,5,29,28,5,79,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002072,7,19,12,6,20,37,2,83,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002082,8,21,3,5,20,29,1,86,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002092,9,22,12,5,22,21,4,88,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002102,10,19,12,12,29,31,1,76,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002112,11,20,12,8,30,27,1,74,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002122,12,16,10,3,34,23,6,84,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002132,13,18,6,10,29,34,2,70,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002142,14,14,14,10,33,25,4,70,
1,Cercado,1,Trinidad,2526,Trinidad,25029,U.A.B. (Carrera de Derecho),8002152,15,2,2,1,0,7,0,20,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001402,1,25,7,6,25,21,1,67,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001412,2,20,13,6,13,23,3,57,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001422,3,18,8,5,27,24,0,70,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001432,4,16,13,8,26,21,6,54,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001442,5,22,14,10,36,12,1,56,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001452,6,26,9,6,32,20,4,58,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001462,7,27,6,9,23,18,5,70,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001472,8,27,15,5,30,19,0,64,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001482,9,15,10,9,34,18,2,56,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001492,10,26,10,13,26,20,6,53,
1,Cercado,1,Trinidad,2526,Trinidad,25030,U.E. 15 de Agosto,8001502,11,16,6,4,15,15,2,28,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001222,1,30,5,7,20,16,4,57,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001232,2,20,12,4,27,15,2,52,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001242,3,21,14,11,34,13,2,43,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001252,4,19,16,5,29,14,4,45,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001262,5,30,17,6,21,22,3,48,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001272,6,22,15,8,23,20,3,54,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001282,7,24,14,5,30,11,3,52,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001292,8,22,9,4,31,27,4,39,
1,Cercado,1,Trinidad,2526,Trinidad,25031,U.E. Luis Espinal Cams,8001302,9,22,7,5,27,20,4,48,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000852,1,21,10,12,20,20,9,60,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000862,2,27,9,7,22,14,5,66,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000872,3,21,10,2,25,17,2,67,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000882,4,20,14,12,26,20,5,50,
1,Cercado,1,Trinidad,2526,Trinidad,25032,U.E. Gonzalo Suarez D.,8000892,5,1,1,1,2,4,0,13,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003572,1,19,8,8,27,25,1,60,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003582,2,19,7,2,21,33,2,77,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003592,3,20,8,7,31,23,2,81,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003602,4,18,6,3,29,28,2,66,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003612,5,18,4,6,18,42,0,73,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003622,6,25,8,2,24,28,0,74,
1,Cercado,1,Trinidad,2526,Trinidad,25033,U.E. Los Cedros,8003632,7,3,1,1,4,13,0,11,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003642,1,21,15,8,18,18,6,95,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003652,2,33,18,2,22,27,0,88,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003662,3,30,20,4,22,23,3,88,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003672,4,33,11,4,18,19,5,99,
1,Cercado,1,Trinidad,2526,Trinidad,26180,U.E. La Palmera,8003682,5,2,2,2,2,6,0,31,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002402,1,27,13,4,14,34,4,77,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002412,2,19,11,8,19,25,4,71,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002422,3,24,14,5,32,23,1,77,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002432,4,26,16,4,21,28,1,68,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002442,5,29,18,6,20,18,2,89,
1,Cercado,1,Trinidad,2526,Trinidad,32003,U.A.B. Medicina,8002452,6,3,1,1,2,5,0,9,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000282,1,19,9,15,28,20,5,57,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000292,2,35,9,11,30,24,2,52,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000302,3,31,11,8,24,19,4,62,
1,Cercado,1,Trinidad,2526,Trinidad,32005,Palacio de los Deportes Trinidad,8000312,4,29,7,12,21,16,6,46,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000322,1,25,6,7,20,32,2,62,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000332,2,15,8,8,28,29,0,56,
1,Cercado,1,Trinidad,2526,Trinidad,32007,U.E. Kinder República Argentina,8000342,3,13,14,7,13,19,0,51,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000352,1,14,6,3,27,20,6,85,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000362,2,24,9,10,25,31,2,73,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000372,3,26,4,7,19,39,1,70,
1,Cercado,1,Trinidad,2526,Trinidad,32008,U.E. Metodista Instituto Americano Trinidad,8000382,4,16,9,3,11,27,1,67,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002492,1,21,12,5,26,33,1,69,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002502,2,19,15,4,31,30,0,71,
1,Cercado,1,Trinidad,2526,Trinidad,32009,U.E. Andrés Bello,8002512,3,4,5,0,14,12,1,20,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001832,1,24,8,4,16,21,1,70,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001842,2,27,13,8,25,25,3,69,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001852,3,18,11,4,34,23,2,71,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001862,4,29,13,6,29,23,1,66,
1,Cercado,1,Trinidad,2526,Trinidad,32010,U.E. Christa Mc Auliffe,8001872,5,26,7,6,25,23,4,59,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002622,1,13,10,7,13,28,4,85,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002632,2,21,11,5,23,27,0,73,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002642,3,24,12,5,26,15,3,73,
1,Cercado,1,Trinidad,2526,Trinidad,32011,U.E. Evangélico Cuatro,8002652,4,7,7,2,11,9,0,23,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002832,1,19,6,12,22,14,4,80,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002842,2,25,11,7,36,17,2,71,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002852,3,26,17,4,21,17,2,80,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002862,4,18,15,12,21,17,7,70,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002872,5,20,10,3,28,33,2,33,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002882,6,20,19,3,26,16,1,65,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002892,7,28,5,2,31,25,4,51,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002902,8,22,14,8,23,12,2,67,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002912,9,19,15,6,26,21,3,61,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002922,10,25,15,13,16,25,6,66,
1,Cercado,1,Trinidad,2526,Trinidad,32012,U.E.Inmaculada,8002932,11,8,4,1,9,7,1,21,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003212,1,19,11,12,21,19,4,81,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003222,2,15,18,12,24,19,1,83,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003232,3,19,9,10,17,29,0,76,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003242,4,28,8,10,20,25,5,64,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003252,5,22,13,7,21,25,3,73,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003262,6,20,9,8,28,23,3,85,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003272,7,17,13,3,20,21,1,86,
1,Cercado,1,Trinidad,2526,Trinidad,32013,E. S. F. M. Clara Parada de Pinto,8003282,8,25,18,4,20,14,7,72,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002942,1,24,20,9,24,14,2,69,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002952,2,32,14,10,23,18,6,69,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002962,3,23,17,5,23,17,7,75,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002972,4,20,14,9,34,16,5,72,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002982,5,28,11,9,32,20,2,61,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8002992,6,17,18,7,26,16,5,71,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003002,7,11,6,13,24,22,8,59,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003012,8,17,16,8,23,25,5,57,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003022,9,15,19,7,29,15,4,60,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003032,10,21,12,11,23,15,3,71,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003042,11,22,8,5,33,21,3,73,
1,Cercado,1,Trinidad,2526,Trinidad,32014,U.E. Jesús Rioja Aponte,8003052,12,3,4,1,8,5,0,19,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003842,1,25,16,6,22,27,1,73,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003852,2,17,25,6,29,29,1,70,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003862,3,17,15,8,35,23,2,76,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003872,4,31,15,2,28,13,6,86,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003882,5,24,16,4,27,29,0,72,
1,Cercado,1,Trinidad,2526,Trinidad,32147,U.E.Villa Magdalena,8003892,6,8,4,2,11,10,0,24,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001512,1,16,8,3,16,22,2,63,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001522,2,29,7,9,26,20,5,45,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001532,3,27,8,10,30,23,2,66,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001542,4,22,19,7,22,20,5,51,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001552,5,28,12,4,16,18,4,55,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001562,6,16,11,10,24,22,0,53,
1,Cercado,1,Trinidad,2526,Trinidad,32148,U.E.Villa Marin,8001572,7,11,9,9,14,19,3,49,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003902,1,21,11,10,25,27,5,74,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003912,2,18,8,8,20,25,2,102,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003922,3,21,9,0,23,26,4,94,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003932,4,18,6,2,26,19,3,95,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003942,5,21,10,2,27,26,3,83,
1,Cercado,1,Trinidad,2526,Trinidad,32150,U.E. Nacional 6 de Agosto,8003952,6,13,7,2,19,11,1,65,
1,Cercado,1,Trinidad,2526,Trinidad,32370,U.E. Hernán Melgar Justiniano,8001092,1,20,17,16,23,13,10,67,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000012,1,3,1,10,19,15,1,64,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000022,2,8,6,2,22,8,3,75,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000032,3,1,7,4,19,6,0,74,
1,Cercado,1,Trinidad,2527,Loma Suárez,1,Esc. Loma Suarez,8000042,4,3,3,1,14,4,0,35,
1,Cercado,1,Trinidad,2528,Puerto Ballivián,1,Esc. Puerto Ballivian,8000052,1,4,0,11,9,29,1,49,
1,Cercado,1,Trinidad,2529,Puerto Almacén,1,Esc. Mayor Pedro Vaca Diez,8000062,1,14,6,8,41,6,8,58,
1,Cercado,1,Trinidad,2529,Puerto Almacén,1,Esc. Mayor Pedro Vaca Diez,8000072,2,11,8,6,35,4,1,57,
1,Cercado,1,Trinidad,2534,San Juan de Aguas Dulces,1,Esc. San Juan De Aguas Dulces,8000082,1,3,1,0,13,9,0,74,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000092,1,7,13,4,35,40,1,44,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000102,2,10,15,4,33,34,1,51,
1,Cercado,1,Trinidad,3069,Casarabe,1,Escuela Casarabe,8000112,3,6,10,6,46,40,1,53,
1,Cercado,1,Trinidad,3070,Ibiato,1,Escuela Iviato,8000122,1,15,15,2,19,38,5,47,
1,Cercado,1,Trinidad,3070,Ibiato,1,Escuela Iviato,8000132,2,3,7,1,18,22,2,18,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000142,1,14,3,12,20,23,4,60,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000152,2,18,2,5,24,29,7,46,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000162,3,21,2,8,31,20,3,41,
1,Cercado,1,Trinidad,3125,Puerto Barador,1,Esc. Puerto Varador,8000172,4,12,3,2,14,9,0,23,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004012,1,6,4,27,20,11,1,75,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004022,2,16,9,22,15,12,2,81,
1,Cercado,2,San Javier,2530,San Javier,2,Escuela San Javier,8004032,3,6,7,33,29,7,3,94,
1,Cercado,2,San Javier,2532,Espíritu Santo,2,Escuela Espiritu Santo,8004042,1,1,1,3,2,1,1,26,
1,Cercado,2,San Javier,2535,San Pedro,2,Escuela San Pedro,8004052,1,14,11,2,10,10,3,115,
1,Cercado,2,San Javier,2535,San Pedro,2,Escuela San Pedro,8004062,2,16,10,1,16,10,1,94,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004072,1,18,11,1,21,18,2,73,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004082,2,19,11,3,29,9,4,60,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004092,3,26,17,4,23,7,0,63,
1,Cercado,2,San Javier,2539,Nueva Israel,2,Escuela Nueva Israel,8004102,4,23,20,3,14,9,3,42,
1,Cercado,2,San Javier,3126,Laguna Colorada,2,Escuela Laguna Colorada,8004112,1,6,4,5,11,22,1,13,
1,Cercado,2,San Javier,3340,Pedro Ignacio Muiba,1,Escuela Pedro Ignacio Muiba,8003962,1,39,5,2,0,8,2,78,
1,Cercado,2,San Javier,3340,Pedro Ignacio Muiba,1,Escuela Pedro Ignacio Muiba,8003972,2,20,5,1,4,8,0,70,
1,Cercado,2,San Javier,3867,La Curva,1,U.E. La Curva,8003982,1,2,4,1,20,2,0,48,
1,Cercado,2,San Javier,3867,La Curva,1,U.E. La Curva,8003992,2,1,1,3,15,3,3,64,
1,Cercado,2,San Javier,3867,La Curva,1,U.E. La Curva,8004002,3,0,0,0,0,1,1,5,
1,Cercado,2,San Javier,4172,Villa Rodeo,25567,U.E. Villa Rodeo,8004122,1,12,1,2,4,4,1,21,
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,3,U.E.  Evangélico Nacional,8007132,1,27,4,,,27,2,51,10
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,3,U.E.  Evangélico Nacional,8007142,2,20,3,,,28,6,59,14
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,3,U.E.  Evangélico Nacional,8007152,3,13,4,,,31,8,52,13
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,3,U.E.  Evangélico Nacional,8007162,4,16,2,,,22,6,54,7
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,3,U.E.  Evangélico Nacional,8007182,6,19,5,,,32,16,51,9
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,3,U.E.  Evangélico Nacional,8007192,7,20,8,,,28,2,55,5
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,3,U.E.  Evangélico Nacional,8007202,8,16,2,,,29,5,39,12
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,5,U.E.  Manuel Antonio Ojopi,8007242,3,16,6,,,13,13,43,9
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,5,U.E.  Manuel Antonio Ojopi,8007252,4,10,8,,,28,8,47,9
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,5,U.E.  Manuel Antonio Ojopi,8007262,5,13,3,,,24,6,43,10
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,5,U.E.  Manuel Antonio Ojopi,8007282,7,9,2,,,25,8,47,8
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,6,U.E.  Elmer Botsford,8007312,2,17,6,,,43,5,48,3
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,6,U.E.  Elmer Botsford,8007322,3,13,3,,,46,1,50,5
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,6,U.E.  Elmer Botsford,8007332,4,9,2,,,8,1,21,1
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,7,U.E.  San Jose,8007552,2,11,7,,,25,2,53,6
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,7,U.E.  San Jose,8007582,5,13,5,,,32,4,57,10
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,7,U.E.  San Jose,8007592,6,16,5,,,18,4,58,7
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,8,U.E.  Mejillones,8007682,1,13,3,,,17,5,52,10
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,8,U.E.  Mejillones,8007702,3,13,4,,,31,4,59,11
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,8,U.E.  Mejillones,8007712,4,14,4,,,27,3,54,2
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,8,U.E.  Mejillones,8007722,5,2,1,,,5,0,7,1
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,9,U.E.  6 de Junio,8007732,1,18,4,,,27,2,56,8
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,9,U.E.  6 de Junio,8007742,2,17,3,,,27,10,49,11
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,9,U.E.  6 de Junio,8007752,3,19,4,,,22,5,47,4
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,9,U.E.  6 de Junio,8007762,4,10,2,,,20,5,49,4
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,9,U.E.  6 de Junio,8007772,5,14,3,,,29,7,46,8
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,9,U.E.  6 de Junio,8007792,7,15,4,,,23,6,57,6
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,10,U.E.  Alto de la Alianza,8008112,1,15,7,,,25,4,42,7
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,10,U.E.  Alto de la Alianza,8008122,2,21,1,,,31,7,56,9
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,10,U.E.  Alto de la Alianza,8008132,3,18,6,,,22,5,48,11
2,Vaca Diez,2,Guayaramerín,2784,Guayaramerín,10,U.E.  Alto de la Alianza,8008152,5,10,4,,,28,8,38,5
