CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS,MTS,LIBRE,XS-CH,NGP,FRI,CHR,ASOCOIN-POROMA,COKASAL,A-UPP,FUERZA,APB-SUMATE
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008117,8,25,29,7,17,12,4,5,15,,,7,25,15
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008127,9,27,32,6,9,5,5,11,17,,,8,25,2
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008137,10,29,37,6,16,5,2,7,18,,,9,20,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008147,11,22,22,2,6,5,12,6,36,,,11,29,5
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008157,12,22,33,5,12,6,5,5,15,,,4,46,7
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008167,13,19,26,3,7,6,9,8,22,,,3,36,3
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008177,14,28,36,4,13,7,6,9,24,,,9,34,8
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008187,15,21,41,3,18,8,10,6,26,,,6,23,6
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008197,16,26,32,4,19,4,9,3,26,,,12,29,5
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008207,17,30,31,4,16,4,8,5,15,,,10,30,9
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008217,18,30,17,4,17,6,2,4,35,,,7,21,5
1,Oropeza,1,Sucre,2794,Sucre,211,Esc. Aniceto Arce,1008227,19,23,21,2,17,4,6,5,14,,,2,14,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005857,1,29,37,10,15,6,10,5,22,,,10,20,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005867,2,34,29,6,21,6,8,9,26,,,6,34,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005877,3,43,35,6,12,7,3,2,31,,,9,34,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005887,4,31,30,7,15,9,10,5,23,,,8,24,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005897,5,30,31,13,16,6,6,6,16,,,15,30,3
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005907,6,32,29,5,13,10,5,8,17,,,13,21,4
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005917,7,30,22,11,18,11,13,8,23,,,10,23,10
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005927,8,36,47,6,11,4,7,1,19,,,10,29,8
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005937,9,43,27,8,13,5,8,5,26,,,9,33,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005947,10,32,48,6,14,7,7,4,25,,,10,17,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005957,11,28,23,8,12,7,7,7,30,,,5,30,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005967,12,48,39,3,9,6,6,6,28,,,7,10,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005977,13,35,24,8,13,12,11,10,20,,,8,19,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005987,14,30,25,4,22,5,7,4,27,,,6,24,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1005997,15,44,36,12,17,8,4,5,14,,,4,25,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006007,16,18,35,10,18,10,8,6,30,,,10,21,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006017,17,30,28,5,13,8,5,4,28,,,12,30,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006027,18,32,29,8,13,7,10,2,23,,,10,28,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006037,19,26,32,2,11,6,6,4,33,,,9,29,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006047,20,38,32,3,22,11,7,5,21,,,3,29,9
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006057,21,24,40,9,13,3,4,6,31,,,8,37,5
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006067,22,24,31,9,9,8,9,2,26,,,9,26,6
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006077,23,49,29,7,18,20,4,5,19,,,5,21,7
1,Oropeza,1,Sucre,2794,Sucre,212,Esc. Guido Villagomez,1006087,24,22,15,3,8,8,2,2,9,,,3,16,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002947,1,36,41,6,21,9,9,5,18,,,8,30,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002957,2,46,32,6,11,6,8,3,32,,,8,28,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002967,3,41,40,5,16,6,4,0,25,,,4,38,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002977,4,27,38,5,20,8,7,6,25,,,6,33,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002987,5,28,37,6,14,7,6,7,28,,,9,31,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1002997,6,38,27,7,14,9,6,6,12,,,15,27,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003007,7,39,29,3,20,7,7,4,15,,,7,27,12
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003017,8,34,47,11,19,8,7,5,11,,,9,39,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003027,9,39,46,3,19,2,9,2,19,,,11,31,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003037,10,27,43,8,19,3,5,7,22,,,7,28,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003047,11,39,32,7,12,7,10,6,17,,,7,36,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003057,12,26,31,5,22,6,6,4,19,,,9,32,6
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003067,13,22,23,3,18,5,9,8,25,,,8,40,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003077,14,34,37,7,19,3,10,6,19,,,8,15,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003087,15,33,41,6,11,3,9,7,11,,,5,41,8
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003097,16,43,30,6,23,5,7,3,13,,,6,37,9
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003107,17,35,20,5,15,3,12,4,22,,,9,47,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003117,18,32,23,7,14,11,6,11,29,,,7,25,2
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003127,19,37,27,6,17,5,7,5,15,,,7,41,14
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003137,20,40,39,6,16,3,4,5,24,,,5,43,4
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003147,21,32,38,6,19,4,10,3,21,,,8,42,5
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003157,22,32,32,6,17,7,4,3,25,,,15,29,11
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003167,23,30,37,6,24,6,5,4,21,,,8,28,9
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003177,24,42,41,4,20,5,10,3,20,,,7,26,7
1,Oropeza,1,Sucre,2794,Sucre,216,Col. Jorge Revilla,1003187,25,7,18,2,6,0,3,1,7,,,0,17,0
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002727,1,29,26,4,8,7,4,9,22,,,16,30,9
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002737,2,31,31,3,16,15,6,8,25,,,7,20,2
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002747,3,33,28,5,15,7,9,7,21,,,14,30,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002757,4,36,32,6,16,6,6,5,16,,,13,27,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002767,5,23,26,7,8,9,6,6,23,,,12,19,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002777,6,32,27,7,15,7,13,4,19,,,11,25,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002787,7,23,27,6,15,12,13,7,13,,,7,32,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002797,8,38,30,4,18,10,2,6,16,,,10,25,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002807,9,33,28,8,8,7,4,5,23,,,13,30,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002817,10,25,21,8,8,10,9,8,25,,,9,27,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002827,11,29,40,4,12,10,10,5,21,,,13,24,1
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002837,12,26,25,5,12,8,12,6,24,,,9,25,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002847,13,33,41,3,10,6,9,9,12,,,11,27,8
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002857,14,24,22,7,10,10,9,5,26,,,12,29,4
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002867,15,30,28,5,15,7,9,6,18,,,13,32,7
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002877,16,33,33,3,12,8,11,5,15,,,12,29,3
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002887,17,45,28,6,19,4,9,8,15,,,12,17,5
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002897,18,27,32,8,9,13,7,7,17,,,14,25,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002907,19,24,29,7,20,6,7,5,23,,,10,39,3
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002917,20,27,29,9,16,12,8,5,14,,,21,28,12
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002927,21,33,38,6,24,9,1,4,16,,,6,21,6
1,Oropeza,1,Sucre,2794,Sucre,217,U.E. Marcelo Quiroga Santa Cruz,1002937,22,7,9,1,4,4,4,5,6,,,4,8,1
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003257,1,35,39,2,5,2,5,8,22,,,14,33,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003267,2,41,23,6,11,7,7,13,18,,,16,23,8
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003277,3,19,44,7,14,12,6,6,20,,,15,21,11
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003287,4,30,26,2,8,6,12,7,26,,,7,34,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003297,5,24,24,9,10,8,8,6,16,,,16,31,7
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003307,6,22,31,6,16,9,8,4,22,,,12,35,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003317,7,36,25,6,16,9,8,2,23,,,11,22,8
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003327,8,26,23,6,12,11,4,8,12,,,8,33,8
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003337,9,18,27,6,10,12,4,7,21,,,20,30,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003347,10,29,37,3,19,7,10,6,15,,,11,26,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003357,11,23,32,10,12,7,6,6,16,,,6,32,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003367,12,29,35,7,6,6,4,9,17,,,10,44,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003377,13,13,26,16,8,9,5,3,21,,,16,32,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003387,14,29,22,10,9,4,11,5,16,,,14,33,2
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003397,15,26,26,7,16,8,6,6,22,,,7,36,1
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003407,16,45,19,9,10,8,7,12,23,,,7,30,6
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003417,17,28,29,7,13,2,6,6,17,,,18,44,0
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003427,18,35,20,4,11,8,8,7,19,,,12,23,7
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003437,19,22,32,4,14,8,9,4,26,,,12,32,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003447,20,28,24,8,12,11,13,8,27,,,10,21,2
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003457,21,40,25,6,9,9,8,7,15,,,11,33,2
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003467,22,39,25,5,14,9,8,3,14,,,13,27,5
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003477,23,30,25,5,14,8,12,5,12,,,12,29,8
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003487,24,31,28,5,10,7,5,5,20,,,12,31,3
1,Oropeza,1,Sucre,2794,Sucre,219,U.E. Las Americas,1003497,25,8,5,2,2,1,3,0,3,,,1,8,1
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001197,1,46,34,2,20,7,6,27,22,,,1,17,11
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001207,2,53,35,2,21,6,7,12,16,,,7,24,7
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001217,3,42,43,3,14,3,5,21,31,,,5,14,8
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001227,4,57,27,5,29,10,2,15,16,,,2,25,6
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001237,5,44,47,2,27,3,7,12,18,,,6,11,9
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001247,6,45,50,2,18,3,4,15,16,,,7,18,18
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001257,7,44,37,4,25,4,5,16,23,,,3,22,16
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001267,8,34,42,3,23,3,10,25,19,,,6,24,6
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001277,9,42,29,1,26,3,8,3,16,,,3,9,7
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002107,1,28,37,6,8,12,3,5,24,,,8,17,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002117,2,23,31,2,13,9,9,4,17,,,15,36,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002127,3,34,30,7,6,10,4,10,18,,,5,18,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002137,4,18,33,8,12,5,9,1,15,,,10,26,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002147,5,23,15,7,11,9,4,2,17,,,20,34,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002157,6,27,33,8,5,18,9,4,21,,,13,14,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002167,7,18,28,10,6,7,5,10,22,,,13,27,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002177,8,20,27,9,10,7,5,8,13,,,11,40,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002187,9,17,32,6,9,10,5,3,21,,,4,37,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002197,10,28,42,4,5,8,9,6,19,,,8,22,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002207,11,20,37,9,10,11,7,7,9,,,5,36,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002217,12,24,19,12,10,6,4,6,21,,,13,31,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002227,13,29,33,10,8,7,8,5,23,,,9,25,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002237,14,25,32,6,13,14,2,5,28,,,6,38,5
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002247,15,28,45,5,11,10,9,7,17,,,8,21,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002257,16,32,31,5,8,5,4,6,22,,,13,34,10
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002267,17,26,25,8,11,11,5,3,22,,,10,26,6
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002277,18,18,37,7,10,11,10,4,19,,,8,18,9
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002287,19,19,26,8,12,9,7,4,17,,,4,40,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002297,20,24,40,5,13,6,5,4,21,,,14,21,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002307,21,17,31,7,9,9,8,9,15,,,15,32,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002317,22,18,16,3,5,4,6,2,9,,,8,18,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006757,1,49,26,3,26,2,4,4,27,,,6,21,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006767,2,38,30,0,21,7,8,8,14,,,12,32,10
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006777,3,47,36,6,29,5,5,5,21,,,10,25,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006787,4,41,32,5,17,6,9,8,29,,,9,20,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006797,5,45,33,7,14,8,6,8,33,,,10,19,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006807,6,37,38,7,26,5,6,3,28,,,10,25,15
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006817,7,34,31,9,18,13,4,7,28,,,8,27,9
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006827,8,46,25,2,28,9,7,4,37,,,4,27,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006837,9,39,42,6,13,5,5,1,40,,,11,20,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006847,10,40,29,5,19,7,9,6,27,,,15,20,10
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006857,11,42,30,7,13,8,8,6,18,,,9,32,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006867,12,47,31,3,23,4,1,10,30,,,6,28,11
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006877,13,43,31,7,11,13,7,3,42,,,10,18,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006887,14,42,31,2,16,5,5,8,31,,,3,30,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006897,15,44,38,4,18,8,3,7,28,,,6,15,19
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006907,16,47,43,5,18,5,8,3,34,,,5,25,6
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006917,17,50,31,3,18,3,8,8,34,,,7,24,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006927,18,50,29,4,22,12,10,1,33,,,5,17,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006937,19,47,26,4,26,10,6,6,18,,,9,19,9
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006947,20,56,52,2,28,5,0,5,19,,,9,19,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006957,21,5,10,2,5,1,1,1,2,,,3,8,0
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007637,1,28,36,8,17,14,6,5,39,,,7,25,6
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007647,2,43,39,13,13,4,13,4,30,,,2,23,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007657,3,26,30,6,12,15,8,10,35,,,4,33,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007667,4,27,24,4,22,8,6,8,38,,,6,23,6
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007677,5,47,26,5,12,12,7,7,30,,,4,19,9
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007687,6,33,20,6,14,10,7,13,34,,,7,28,9
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007697,7,31,26,6,9,9,6,12,32,,,4,31,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007707,8,31,31,9,13,9,9,5,31,,,5,23,5
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007717,9,33,28,6,17,7,15,8,29,,,6,23,12
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007727,10,40,26,6,14,2,2,9,29,,,8,21,7
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007737,11,3,7,1,3,3,4,0,11,,,3,10,4
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007337,1,28,34,8,16,6,3,6,18,,,13,40,7
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007347,2,31,40,11,14,8,6,6,25,,,5,19,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007357,3,27,36,5,13,8,5,9,18,,,8,32,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007367,4,32,36,7,9,5,10,7,18,,,4,29,2
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007377,5,25,33,7,9,11,8,4,20,,,8,41,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007387,6,30,42,4,17,4,13,7,23,,,8,35,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007397,7,35,32,5,13,6,4,5,16,,,7,33,4
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007407,8,27,31,6,20,10,3,7,23,,,6,25,14
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007417,9,34,45,9,15,6,5,8,16,,,6,21,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007427,10,28,37,5,11,6,8,1,26,,,7,28,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007437,11,40,28,3,13,10,11,4,18,,,12,39,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007447,12,25,30,8,13,4,6,7,21,,,9,33,10
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007457,13,33,34,8,6,6,9,5,23,,,7,33,8
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007467,14,39,33,5,15,7,6,10,17,,,4,25,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007477,15,23,42,6,17,9,7,4,23,,,7,32,16
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007487,16,22,29,5,3,5,6,5,23,,,4,29,5
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001807,1,35,40,6,24,4,9,5,21,,,9,17,13
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001817,2,35,53,4,22,3,3,6,16,,,10,22,8
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001827,3,44,52,4,24,4,4,6,23,,,5,18,12
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001837,4,41,43,3,20,6,4,4,28,,,4,20,7
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001847,5,40,33,3,32,4,11,6,25,,,10,21,12
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001857,6,32,42,8,20,9,7,2,25,,,4,22,6
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001867,7,7,3,1,5,0,2,1,0,,,0,2,0
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004507,1,44,47,4,21,3,1,2,22,,,6,16,9
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004517,2,51,33,3,32,6,5,5,20,,,2,19,15
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004527,3,39,38,2,24,3,5,9,31,,,7,13,8
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004537,4,53,43,4,21,2,3,3,29,,,7,25,6
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004547,5,43,43,4,22,5,4,8,16,,,8,21,12
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004557,6,40,37,6,20,4,6,5,18,,,10,24,10
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004567,7,46,40,5,40,5,6,4,25,,,3,13,10
